日期,时间,币种,原因
2026-01-13,04:30,APT,整个时间点缺失
2026-01-13,04:30,BCH,整个时间点缺失
2026-01-13,04:30,BNB,整个时间点缺失
2026-01-13,04:30,BTC,整个时间点缺失
2026-01-13,04:30,CFX,整个时间点缺失
2026-01-13,04:30,CRO,整个时间点缺失
2026-01-13,04:30,CRV,整个时间点缺失
2026-01-13,04:30,DOGE,整个时间点缺失
2026-01-13,04:30,DOT,整个时间点缺失
2026-01-13,04:30,ETC,整个时间点缺失
2026-01-13,04:30,ETH,整个时间点缺失
2026-01-13,04:30,FIL,整个时间点缺失
2026-01-13,04:30,HBAR,整个时间点缺失
2026-01-13,04:30,LDO,整个时间点缺失
2026-01-13,04:30,LINK,整个时间点缺失
2026-01-13,04:30,LTC,整个时间点缺失
2026-01-13,04:30,NEAR,整个时间点缺失
2026-01-13,04:30,SOL,整个时间点缺失
2026-01-13,04:30,STX,整个时间点缺失
2026-01-13,04:30,SUI,整个时间点缺失
2026-01-13,04:30,TAO,整个时间点缺失
2026-01-13,04:30,TON,整个时间点缺失
2026-01-13,04:30,TRX,整个时间点缺失
2026-01-13,04:30,UNI,整个时间点缺失
2026-01-13,04:30,XLM,整个时间点缺失
2026-01-13,04:30,XRP,整个时间点缺失
2026-01-13,05:00,AAVE,整个时间点缺失
2026-01-13,05:00,APT,整个时间点缺失
2026-01-13,05:00,BCH,整个时间点缺失
2026-01-13,05:00,BNB,整个时间点缺失
2026-01-13,05:00,BTC,整个时间点缺失
2026-01-13,05:00,CFX,整个时间点缺失
2026-01-13,05:00,CRO,整个时间点缺失
2026-01-13,05:00,CRV,整个时间点缺失
2026-01-13,05:00,DOGE,整个时间点缺失
2026-01-13,05:00,DOT,整个时间点缺失
2026-01-13,05:00,ETC,整个时间点缺失
2026-01-13,05:00,ETH,整个时间点缺失
2026-01-13,05:00,FIL,整个时间点缺失
2026-01-13,05:00,HBAR,整个时间点缺失
2026-01-13,05:00,LDO,整个时间点缺失
2026-01-13,05:00,LINK,整个时间点缺失
2026-01-13,05:00,LTC,整个时间点缺失
2026-01-13,05:00,NEAR,整个时间点缺失
2026-01-13,05:00,SOL,整个时间点缺失
2026-01-13,05:00,STX,整个时间点缺失
2026-01-13,05:00,SUI,整个时间点缺失
2026-01-13,05:00,TAO,整个时间点缺失
2026-01-13,05:00,TON,整个时间点缺失
2026-01-13,05:00,TRX,整个时间点缺失
2026-01-13,05:00,UNI,整个时间点缺失
2026-01-13,05:00,XLM,整个时间点缺失
2026-01-13,05:00,XRP,整个时间点缺失
2026-01-13,05:30,AAVE,整个时间点缺失
2026-01-13,05:30,APT,整个时间点缺失
2026-01-13,05:30,BCH,整个时间点缺失
2026-01-13,05:30,BNB,整个时间点缺失
2026-01-13,05:30,BTC,整个时间点缺失
2026-01-13,05:30,CFX,整个时间点缺失
2026-01-13,05:30,CRO,整个时间点缺失
2026-01-13,05:30,CRV,整个时间点缺失
2026-01-13,05:30,DOGE,整个时间点缺失
2026-01-13,05:30,DOT,整个时间点缺失
2026-01-13,05:30,ETC,整个时间点缺失
2026-01-13,05:30,ETH,整个时间点缺失
2026-01-13,05:30,FIL,整个时间点缺失
2026-01-13,05:30,HBAR,整个时间点缺失
2026-01-13,05:30,LDO,整个时间点缺失
2026-01-13,05:30,LINK,整个时间点缺失
2026-01-13,05:30,LTC,整个时间点缺失
2026-01-13,05:30,NEAR,整个时间点缺失
2026-01-13,05:30,SOL,整个时间点缺失
2026-01-13,05:30,STX,整个时间点缺失
2026-01-13,05:30,SUI,整个时间点缺失
2026-01-13,05:30,TAO,整个时间点缺失
2026-01-13,05:30,TON,整个时间点缺失
2026-01-13,05:30,TRX,整个时间点缺失
2026-01-13,05:30,UNI,整个时间点缺失
2026-01-13,05:30,XLM,整个时间点缺失
2026-01-13,05:30,XRP,整个时间点缺失
2026-01-13,06:00,AAVE,整个时间点缺失
2026-01-13,06:00,APT,整个时间点缺失
2026-01-13,06:00,BCH,整个时间点缺失
2026-01-13,06:00,BNB,整个时间点缺失
2026-01-13,06:00,BTC,整个时间点缺失
2026-01-13,06:00,CFX,整个时间点缺失
2026-01-13,06:00,CRO,整个时间点缺失
2026-01-13,06:00,CRV,整个时间点缺失
2026-01-13,06:00,DOGE,整个时间点缺失
2026-01-13,06:00,DOT,整个时间点缺失
2026-01-13,06:00,ETC,整个时间点缺失
2026-01-13,06:00,ETH,整个时间点缺失
2026-01-13,06:00,FIL,整个时间点缺失
2026-01-13,06:00,HBAR,整个时间点缺失
2026-01-13,06:00,LDO,整个时间点缺失
2026-01-13,06:00,LINK,整个时间点缺失
2026-01-13,06:00,LTC,整个时间点缺失
2026-01-13,06:00,NEAR,整个时间点缺失
2026-01-13,06:00,SOL,整个时间点缺失
2026-01-13,06:00,STX,整个时间点缺失
2026-01-13,06:00,SUI,整个时间点缺失
2026-01-13,06:00,TAO,整个时间点缺失
2026-01-13,06:00,TON,整个时间点缺失
2026-01-13,06:00,TRX,整个时间点缺失
2026-01-13,06:00,UNI,整个时间点缺失
2026-01-13,06:00,XLM,整个时间点缺失
2026-01-13,06:00,XRP,整个时间点缺失
2026-01-13,06:30,AAVE,整个时间点缺失
2026-01-13,06:30,APT,整个时间点缺失
2026-01-13,06:30,BCH,整个时间点缺失
2026-01-13,06:30,BNB,整个时间点缺失
2026-01-13,06:30,BTC,整个时间点缺失
2026-01-13,06:30,CFX,整个时间点缺失
2026-01-13,06:30,CRO,整个时间点缺失
2026-01-13,06:30,CRV,整个时间点缺失
2026-01-13,06:30,DOGE,整个时间点缺失
2026-01-13,06:30,DOT,整个时间点缺失
2026-01-13,06:30,ETC,整个时间点缺失
2026-01-13,06:30,ETH,整个时间点缺失
2026-01-13,06:30,FIL,整个时间点缺失
2026-01-13,06:30,HBAR,整个时间点缺失
2026-01-13,06:30,LDO,整个时间点缺失
2026-01-13,06:30,LINK,整个时间点缺失
2026-01-13,06:30,LTC,整个时间点缺失
2026-01-13,06:30,NEAR,整个时间点缺失
2026-01-13,06:30,SOL,整个时间点缺失
2026-01-13,06:30,STX,整个时间点缺失
2026-01-13,06:30,SUI,整个时间点缺失
2026-01-13,06:30,TAO,整个时间点缺失
2026-01-13,06:30,TON,整个时间点缺失
2026-01-13,06:30,TRX,整个时间点缺失
2026-01-13,06:30,UNI,整个时间点缺失
2026-01-13,06:30,XLM,整个时间点缺失
2026-01-13,06:30,XRP,整个时间点缺失
2026-01-13,07:00,AAVE,整个时间点缺失
2026-01-13,07:00,APT,整个时间点缺失
2026-01-13,07:00,BCH,整个时间点缺失
2026-01-13,07:00,BNB,整个时间点缺失
2026-01-13,07:00,BTC,整个时间点缺失
2026-01-13,07:00,CFX,整个时间点缺失
2026-01-13,07:00,CRO,整个时间点缺失
2026-01-13,07:00,CRV,整个时间点缺失
2026-01-13,07:00,DOGE,整个时间点缺失
2026-01-13,07:00,DOT,整个时间点缺失
2026-01-13,07:00,ETC,整个时间点缺失
2026-01-13,07:00,ETH,整个时间点缺失
2026-01-13,07:00,FIL,整个时间点缺失
2026-01-13,07:00,HBAR,整个时间点缺失
2026-01-13,07:00,LDO,整个时间点缺失
2026-01-13,07:00,LINK,整个时间点缺失
2026-01-13,07:00,LTC,整个时间点缺失
2026-01-13,07:00,NEAR,整个时间点缺失
2026-01-13,07:00,SOL,整个时间点缺失
2026-01-13,07:00,STX,整个时间点缺失
2026-01-13,07:00,SUI,整个时间点缺失
2026-01-13,07:00,TAO,整个时间点缺失
2026-01-13,07:00,TON,整个时间点缺失
2026-01-13,07:00,TRX,整个时间点缺失
2026-01-13,07:00,UNI,整个时间点缺失
2026-01-13,07:00,XLM,整个时间点缺失
2026-01-13,07:00,XRP,整个时间点缺失
2026-01-13,07:30,AAVE,整个时间点缺失
2026-01-13,07:30,APT,整个时间点缺失
2026-01-13,07:30,BCH,整个时间点缺失
2026-01-13,07:30,BNB,整个时间点缺失
2026-01-13,07:30,BTC,整个时间点缺失
2026-01-13,07:30,CFX,整个时间点缺失
2026-01-13,07:30,CRO,整个时间点缺失
2026-01-13,07:30,CRV,整个时间点缺失
2026-01-13,07:30,DOGE,整个时间点缺失
2026-01-13,07:30,DOT,整个时间点缺失
2026-01-13,07:30,ETC,整个时间点缺失
2026-01-13,07:30,ETH,整个时间点缺失
2026-01-13,07:30,FIL,整个时间点缺失
2026-01-13,07:30,HBAR,整个时间点缺失
2026-01-13,07:30,LDO,整个时间点缺失
2026-01-13,07:30,LINK,整个时间点缺失
2026-01-13,07:30,LTC,整个时间点缺失
2026-01-13,07:30,NEAR,整个时间点缺失
2026-01-13,07:30,SOL,整个时间点缺失
2026-01-13,07:30,STX,整个时间点缺失
2026-01-13,07:30,SUI,整个时间点缺失
2026-01-13,07:30,TAO,整个时间点缺失
2026-01-13,07:30,TON,整个时间点缺失
2026-01-13,07:30,TRX,整个时间点缺失
2026-01-13,07:30,UNI,整个时间点缺失
2026-01-13,07:30,XLM,整个时间点缺失
2026-01-13,07:30,XRP,整个时间点缺失
2026-01-13,08:00,AAVE,整个时间点缺失
2026-01-13,08:00,APT,整个时间点缺失
2026-01-13,08:00,BCH,整个时间点缺失
2026-01-13,08:00,BNB,整个时间点缺失
2026-01-13,08:00,BTC,整个时间点缺失
2026-01-13,08:00,CFX,整个时间点缺失
2026-01-13,08:00,CRO,整个时间点缺失
2026-01-13,08:00,CRV,整个时间点缺失
2026-01-13,08:00,DOGE,整个时间点缺失
2026-01-13,08:00,DOT,整个时间点缺失
2026-01-13,08:00,ETC,整个时间点缺失
2026-01-13,08:00,ETH,整个时间点缺失
2026-01-13,08:00,FIL,整个时间点缺失
2026-01-13,08:00,HBAR,整个时间点缺失
2026-01-13,08:00,LDO,整个时间点缺失
2026-01-13,08:00,LINK,整个时间点缺失
2026-01-13,08:00,LTC,整个时间点缺失
2026-01-13,08:00,NEAR,整个时间点缺失
2026-01-13,08:00,SOL,整个时间点缺失
2026-01-13,08:00,STX,整个时间点缺失
2026-01-13,08:00,SUI,整个时间点缺失
2026-01-13,08:00,TAO,整个时间点缺失
2026-01-13,08:00,TON,整个时间点缺失
2026-01-13,08:00,TRX,整个时间点缺失
2026-01-13,08:00,UNI,整个时间点缺失
2026-01-13,08:00,XLM,整个时间点缺失
2026-01-13,08:00,XRP,整个时间点缺失
2026-01-13,08:30,AAVE,整个时间点缺失
2026-01-13,08:30,APT,整个时间点缺失
2026-01-13,08:30,BCH,整个时间点缺失
2026-01-13,08:30,BNB,整个时间点缺失
2026-01-13,08:30,BTC,整个时间点缺失
2026-01-13,08:30,CFX,整个时间点缺失
2026-01-13,08:30,CRO,整个时间点缺失
2026-01-13,08:30,CRV,整个时间点缺失
2026-01-13,08:30,DOGE,整个时间点缺失
2026-01-13,08:30,DOT,整个时间点缺失
2026-01-13,08:30,ETC,整个时间点缺失
2026-01-13,08:30,ETH,整个时间点缺失
2026-01-13,08:30,FIL,整个时间点缺失
2026-01-13,08:30,HBAR,整个时间点缺失
2026-01-13,08:30,LDO,整个时间点缺失
2026-01-13,08:30,LINK,整个时间点缺失
2026-01-13,08:30,LTC,整个时间点缺失
2026-01-13,08:30,NEAR,整个时间点缺失
2026-01-13,08:30,SOL,整个时间点缺失
2026-01-13,08:30,STX,整个时间点缺失
2026-01-13,08:30,SUI,整个时间点缺失
2026-01-13,08:30,TAO,整个时间点缺失
2026-01-13,08:30,TON,整个时间点缺失
2026-01-13,08:30,TRX,整个时间点缺失
2026-01-13,08:30,UNI,整个时间点缺失
2026-01-13,08:30,XLM,整个时间点缺失
2026-01-13,08:30,XRP,整个时间点缺失
2026-01-13,09:00,AAVE,整个时间点缺失
2026-01-13,09:00,APT,整个时间点缺失
2026-01-13,09:00,BCH,整个时间点缺失
2026-01-13,09:00,BNB,整个时间点缺失
2026-01-13,09:00,BTC,整个时间点缺失
2026-01-13,09:00,CFX,整个时间点缺失
2026-01-13,09:00,CRO,整个时间点缺失
2026-01-13,09:00,CRV,整个时间点缺失
2026-01-13,09:00,DOGE,整个时间点缺失
2026-01-13,09:00,DOT,整个时间点缺失
2026-01-13,09:00,ETC,整个时间点缺失
2026-01-13,09:00,ETH,整个时间点缺失
2026-01-13,09:00,FIL,整个时间点缺失
2026-01-13,09:00,HBAR,整个时间点缺失
2026-01-13,09:00,LDO,整个时间点缺失
2026-01-13,09:00,LINK,整个时间点缺失
2026-01-13,09:00,LTC,整个时间点缺失
2026-01-13,09:00,NEAR,整个时间点缺失
2026-01-13,09:00,SOL,整个时间点缺失
2026-01-13,09:00,STX,整个时间点缺失
2026-01-13,09:00,SUI,整个时间点缺失
2026-01-13,09:00,TAO,整个时间点缺失
2026-01-13,09:00,TON,整个时间点缺失
2026-01-13,09:00,TRX,整个时间点缺失
2026-01-13,09:00,UNI,整个时间点缺失
2026-01-13,09:00,XLM,整个时间点缺失
2026-01-13,09:00,XRP,整个时间点缺失
2026-01-13,09:30,AAVE,整个时间点缺失
2026-01-13,09:30,APT,整个时间点缺失
2026-01-13,09:30,BCH,整个时间点缺失
2026-01-13,09:30,BNB,整个时间点缺失
2026-01-13,09:30,BTC,整个时间点缺失
2026-01-13,09:30,CFX,整个时间点缺失
2026-01-13,09:30,CRO,整个时间点缺失
2026-01-13,09:30,CRV,整个时间点缺失
2026-01-13,09:30,DOGE,整个时间点缺失
2026-01-13,09:30,DOT,整个时间点缺失
2026-01-13,09:30,ETC,整个时间点缺失
2026-01-13,09:30,ETH,整个时间点缺失
2026-01-13,09:30,FIL,整个时间点缺失
2026-01-13,09:30,HBAR,整个时间点缺失
2026-01-13,09:30,LDO,整个时间点缺失
2026-01-13,09:30,LINK,整个时间点缺失
2026-01-13,09:30,LTC,整个时间点缺失
2026-01-13,09:30,NEAR,整个时间点缺失
2026-01-13,09:30,SOL,整个时间点缺失
2026-01-13,09:30,STX,整个时间点缺失
2026-01-13,09:30,SUI,整个时间点缺失
2026-01-13,09:30,TAO,整个时间点缺失
2026-01-13,09:30,TON,整个时间点缺失
2026-01-13,09:30,TRX,整个时间点缺失
2026-01-13,09:30,UNI,整个时间点缺失
2026-01-13,09:30,XLM,整个时间点缺失
2026-01-13,09:30,XRP,整个时间点缺失
2026-01-13,10:00,AAVE,整个时间点缺失
2026-01-13,10:00,APT,整个时间点缺失
2026-01-13,10:00,BCH,整个时间点缺失
2026-01-13,10:00,BNB,整个时间点缺失
2026-01-13,10:00,BTC,整个时间点缺失
2026-01-13,10:00,CFX,整个时间点缺失
2026-01-13,10:00,CRO,整个时间点缺失
2026-01-13,10:00,CRV,整个时间点缺失
2026-01-13,10:00,DOGE,整个时间点缺失
2026-01-13,10:00,DOT,整个时间点缺失
2026-01-13,10:00,ETC,整个时间点缺失
2026-01-13,10:00,ETH,整个时间点缺失
2026-01-13,10:00,FIL,整个时间点缺失
2026-01-13,10:00,HBAR,整个时间点缺失
2026-01-13,10:00,LDO,整个时间点缺失
2026-01-13,10:00,LINK,整个时间点缺失
2026-01-13,10:00,LTC,整个时间点缺失
2026-01-13,10:00,NEAR,整个时间点缺失
2026-01-13,10:00,SOL,整个时间点缺失
2026-01-13,10:00,STX,整个时间点缺失
2026-01-13,10:00,SUI,整个时间点缺失
2026-01-13,10:00,TAO,整个时间点缺失
2026-01-13,10:00,TON,整个时间点缺失
2026-01-13,10:00,TRX,整个时间点缺失
2026-01-13,10:00,UNI,整个时间点缺失
2026-01-13,10:00,XLM,整个时间点缺失
2026-01-13,10:00,XRP,整个时间点缺失
2026-01-13,10:30,AAVE,整个时间点缺失
2026-01-13,10:30,APT,整个时间点缺失
2026-01-13,10:30,BCH,整个时间点缺失
2026-01-13,10:30,BNB,整个时间点缺失
2026-01-13,10:30,BTC,整个时间点缺失
2026-01-13,10:30,CFX,整个时间点缺失
2026-01-13,10:30,CRO,整个时间点缺失
2026-01-13,10:30,CRV,整个时间点缺失
2026-01-13,10:30,DOGE,整个时间点缺失
2026-01-13,10:30,DOT,整个时间点缺失
2026-01-13,10:30,ETC,整个时间点缺失
2026-01-13,10:30,ETH,整个时间点缺失
2026-01-13,10:30,FIL,整个时间点缺失
2026-01-13,10:30,HBAR,整个时间点缺失
2026-01-13,10:30,LDO,整个时间点缺失
2026-01-13,10:30,LINK,整个时间点缺失
2026-01-13,10:30,LTC,整个时间点缺失
2026-01-13,10:30,NEAR,整个时间点缺失
2026-01-13,10:30,SOL,整个时间点缺失
2026-01-13,10:30,STX,整个时间点缺失
2026-01-13,10:30,SUI,整个时间点缺失
2026-01-13,10:30,TAO,整个时间点缺失
2026-01-13,10:30,TON,整个时间点缺失
2026-01-13,10:30,TRX,整个时间点缺失
2026-01-13,10:30,UNI,整个时间点缺失
2026-01-13,10:30,XLM,整个时间点缺失
2026-01-13,10:30,XRP,整个时间点缺失
2026-01-13,11:00,AAVE,整个时间点缺失
2026-01-13,11:00,APT,整个时间点缺失
2026-01-13,11:00,BCH,整个时间点缺失
2026-01-13,11:00,BNB,整个时间点缺失
2026-01-13,11:00,BTC,整个时间点缺失
2026-01-13,11:00,CFX,整个时间点缺失
2026-01-13,11:00,CRO,整个时间点缺失
2026-01-13,11:00,CRV,整个时间点缺失
2026-01-13,11:00,DOGE,整个时间点缺失
2026-01-13,11:00,DOT,整个时间点缺失
2026-01-13,11:00,ETC,整个时间点缺失
2026-01-13,11:00,ETH,整个时间点缺失
2026-01-13,11:00,FIL,整个时间点缺失
2026-01-13,11:00,HBAR,整个时间点缺失
2026-01-13,11:00,LDO,整个时间点缺失
2026-01-13,11:00,LINK,整个时间点缺失
2026-01-13,11:00,LTC,整个时间点缺失
2026-01-13,11:00,NEAR,整个时间点缺失
2026-01-13,11:00,SOL,整个时间点缺失
2026-01-13,11:00,STX,整个时间点缺失
2026-01-13,11:00,SUI,整个时间点缺失
2026-01-13,11:00,TAO,整个时间点缺失
2026-01-13,11:00,TON,整个时间点缺失
2026-01-13,11:00,TRX,整个时间点缺失
2026-01-13,11:00,UNI,整个时间点缺失
2026-01-13,11:00,XLM,整个时间点缺失
2026-01-13,11:00,XRP,整个时间点缺失
2026-01-13,11:30,AAVE,整个时间点缺失
2026-01-13,11:30,APT,整个时间点缺失
2026-01-13,11:30,BCH,整个时间点缺失
2026-01-13,11:30,BNB,整个时间点缺失
2026-01-13,11:30,BTC,整个时间点缺失
2026-01-13,11:30,CFX,整个时间点缺失
2026-01-13,11:30,CRO,整个时间点缺失
2026-01-13,11:30,CRV,整个时间点缺失
2026-01-13,11:30,DOGE,整个时间点缺失
2026-01-13,11:30,DOT,整个时间点缺失
2026-01-13,11:30,ETC,整个时间点缺失
2026-01-13,11:30,ETH,整个时间点缺失
2026-01-13,11:30,FIL,整个时间点缺失
2026-01-13,11:30,HBAR,整个时间点缺失
2026-01-13,11:30,LDO,整个时间点缺失
2026-01-13,11:30,LINK,整个时间点缺失
2026-01-13,11:30,LTC,整个时间点缺失
2026-01-13,11:30,NEAR,整个时间点缺失
2026-01-13,11:30,SOL,整个时间点缺失
2026-01-13,11:30,STX,整个时间点缺失
2026-01-13,11:30,SUI,整个时间点缺失
2026-01-13,11:30,TAO,整个时间点缺失
2026-01-13,11:30,TON,整个时间点缺失
2026-01-13,11:30,TRX,整个时间点缺失
2026-01-13,11:30,UNI,整个时间点缺失
2026-01-13,11:30,XLM,整个时间点缺失
2026-01-13,11:30,XRP,整个时间点缺失
2026-01-13,12:00,AAVE,整个时间点缺失
2026-01-13,12:00,APT,整个时间点缺失
2026-01-13,12:00,BCH,整个时间点缺失
2026-01-13,12:00,BNB,整个时间点缺失
2026-01-13,12:00,BTC,整个时间点缺失
2026-01-13,12:00,CFX,整个时间点缺失
2026-01-13,12:00,CRO,整个时间点缺失
2026-01-13,12:00,CRV,整个时间点缺失
2026-01-13,12:00,DOGE,整个时间点缺失
2026-01-13,12:00,DOT,整个时间点缺失
2026-01-13,12:00,ETC,整个时间点缺失
2026-01-13,12:00,ETH,整个时间点缺失
2026-01-13,12:00,FIL,整个时间点缺失
2026-01-13,12:00,HBAR,整个时间点缺失
2026-01-13,12:00,LDO,整个时间点缺失
2026-01-13,12:00,LINK,整个时间点缺失
2026-01-13,12:00,LTC,整个时间点缺失
2026-01-13,12:00,NEAR,整个时间点缺失
2026-01-13,12:00,SOL,整个时间点缺失
2026-01-13,12:00,STX,整个时间点缺失
2026-01-13,12:00,SUI,整个时间点缺失
2026-01-13,12:00,TAO,整个时间点缺失
2026-01-13,12:00,TON,整个时间点缺失
2026-01-13,12:00,TRX,整个时间点缺失
2026-01-13,12:00,UNI,整个时间点缺失
2026-01-13,12:00,XLM,整个时间点缺失
2026-01-13,12:00,XRP,整个时间点缺失
2026-01-13,12:30,AAVE,整个时间点缺失
2026-01-13,12:30,APT,整个时间点缺失
2026-01-13,12:30,BCH,整个时间点缺失
2026-01-13,12:30,BNB,整个时间点缺失
2026-01-13,12:30,BTC,整个时间点缺失
2026-01-13,12:30,CFX,整个时间点缺失
2026-01-13,12:30,CRO,整个时间点缺失
2026-01-13,12:30,CRV,整个时间点缺失
2026-01-13,12:30,DOGE,整个时间点缺失
2026-01-13,12:30,DOT,整个时间点缺失
2026-01-13,12:30,ETC,整个时间点缺失
2026-01-13,12:30,ETH,整个时间点缺失
2026-01-13,12:30,FIL,整个时间点缺失
2026-01-13,12:30,HBAR,整个时间点缺失
2026-01-13,12:30,LDO,整个时间点缺失
2026-01-13,12:30,LINK,整个时间点缺失
2026-01-13,12:30,LTC,整个时间点缺失
2026-01-13,12:30,NEAR,整个时间点缺失
2026-01-13,12:30,SOL,整个时间点缺失
2026-01-13,12:30,STX,整个时间点缺失
2026-01-13,12:30,SUI,整个时间点缺失
2026-01-13,12:30,TAO,整个时间点缺失
2026-01-13,12:30,TON,整个时间点缺失
2026-01-13,12:30,TRX,整个时间点缺失
2026-01-13,12:30,UNI,整个时间点缺失
2026-01-13,12:30,XLM,整个时间点缺失
2026-01-13,12:30,XRP,整个时间点缺失
2026-01-13,13:00,AAVE,整个时间点缺失
2026-01-13,13:00,APT,整个时间点缺失
2026-01-13,13:00,BCH,整个时间点缺失
2026-01-13,13:00,BNB,整个时间点缺失
2026-01-13,13:00,BTC,整个时间点缺失
2026-01-13,13:00,CFX,整个时间点缺失
2026-01-13,13:00,CRO,整个时间点缺失
2026-01-13,13:00,CRV,整个时间点缺失
2026-01-13,13:00,DOGE,整个时间点缺失
2026-01-13,13:00,DOT,整个时间点缺失
2026-01-13,13:00,ETC,整个时间点缺失
2026-01-13,13:00,ETH,整个时间点缺失
2026-01-13,13:00,FIL,整个时间点缺失
2026-01-13,13:00,HBAR,整个时间点缺失
2026-01-13,13:00,LDO,整个时间点缺失
2026-01-13,13:00,LINK,整个时间点缺失
2026-01-13,13:00,LTC,整个时间点缺失
2026-01-13,13:00,NEAR,整个时间点缺失
2026-01-13,13:00,SOL,整个时间点缺失
2026-01-13,13:00,STX,整个时间点缺失
2026-01-13,13:00,SUI,整个时间点缺失
2026-01-13,13:00,TAO,整个时间点缺失
2026-01-13,13:00,TON,整个时间点缺失
2026-01-13,13:00,TRX,整个时间点缺失
2026-01-13,13:00,UNI,整个时间点缺失
2026-01-13,13:00,XLM,整个时间点缺失
2026-01-13,13:00,XRP,整个时间点缺失
2026-01-13,13:30,AAVE,整个时间点缺失
2026-01-13,13:30,APT,整个时间点缺失
2026-01-13,13:30,BCH,整个时间点缺失
2026-01-13,13:30,BNB,整个时间点缺失
2026-01-13,13:30,BTC,整个时间点缺失
2026-01-13,13:30,CFX,整个时间点缺失
2026-01-13,13:30,CRO,整个时间点缺失
2026-01-13,13:30,CRV,整个时间点缺失
2026-01-13,13:30,DOGE,整个时间点缺失
2026-01-13,13:30,DOT,整个时间点缺失
2026-01-13,13:30,ETC,整个时间点缺失
2026-01-13,13:30,ETH,整个时间点缺失
2026-01-13,13:30,FIL,整个时间点缺失
2026-01-13,13:30,HBAR,整个时间点缺失
2026-01-13,13:30,LDO,整个时间点缺失
2026-01-13,13:30,LINK,整个时间点缺失
2026-01-13,13:30,LTC,整个时间点缺失
2026-01-13,13:30,NEAR,整个时间点缺失
2026-01-13,13:30,SOL,整个时间点缺失
2026-01-13,13:30,STX,整个时间点缺失
2026-01-13,13:30,SUI,整个时间点缺失
2026-01-13,13:30,TAO,整个时间点缺失
2026-01-13,13:30,TON,整个时间点缺失
2026-01-13,13:30,TRX,整个时间点缺失
2026-01-13,13:30,UNI,整个时间点缺失
2026-01-13,13:30,XLM,整个时间点缺失
2026-01-13,13:30,XRP,整个时间点缺失
2026-01-13,14:00,AAVE,整个时间点缺失
2026-01-13,14:00,APT,整个时间点缺失
2026-01-13,14:00,BCH,整个时间点缺失
2026-01-13,14:00,BNB,整个时间点缺失
2026-01-13,14:00,BTC,整个时间点缺失
2026-01-13,14:00,CFX,整个时间点缺失
2026-01-13,14:00,CRO,整个时间点缺失
2026-01-13,14:00,CRV,整个时间点缺失
2026-01-13,14:00,DOGE,整个时间点缺失
2026-01-13,14:00,DOT,整个时间点缺失
2026-01-13,14:00,ETC,整个时间点缺失
2026-01-13,14:00,ETH,整个时间点缺失
2026-01-13,14:00,FIL,整个时间点缺失
2026-01-13,14:00,HBAR,整个时间点缺失
2026-01-13,14:00,LDO,整个时间点缺失
2026-01-13,14:00,LINK,整个时间点缺失
2026-01-13,14:00,LTC,整个时间点缺失
2026-01-13,14:00,NEAR,整个时间点缺失
2026-01-13,14:00,SOL,整个时间点缺失
2026-01-13,14:00,STX,整个时间点缺失
2026-01-13,14:00,SUI,整个时间点缺失
2026-01-13,14:00,TAO,整个时间点缺失
2026-01-13,14:00,TON,整个时间点缺失
2026-01-13,14:00,TRX,整个时间点缺失
2026-01-13,14:00,UNI,整个时间点缺失
2026-01-13,14:00,XLM,整个时间点缺失
2026-01-13,14:00,XRP,整个时间点缺失
2026-01-13,14:30,AAVE,整个时间点缺失
2026-01-13,14:30,APT,整个时间点缺失
2026-01-13,14:30,BCH,整个时间点缺失
2026-01-13,14:30,BNB,整个时间点缺失
2026-01-13,14:30,BTC,整个时间点缺失
2026-01-13,14:30,CFX,整个时间点缺失
2026-01-13,14:30,CRO,整个时间点缺失
2026-01-13,14:30,CRV,整个时间点缺失
2026-01-13,14:30,DOGE,整个时间点缺失
2026-01-13,14:30,DOT,整个时间点缺失
2026-01-13,14:30,ETC,整个时间点缺失
2026-01-13,14:30,ETH,整个时间点缺失
2026-01-13,14:30,FIL,整个时间点缺失
2026-01-13,14:30,HBAR,整个时间点缺失
2026-01-13,14:30,LDO,整个时间点缺失
2026-01-13,14:30,LINK,整个时间点缺失
2026-01-13,14:30,LTC,整个时间点缺失
2026-01-13,14:30,NEAR,整个时间点缺失
2026-01-13,14:30,SOL,整个时间点缺失
2026-01-13,14:30,STX,整个时间点缺失
2026-01-13,14:30,SUI,整个时间点缺失
2026-01-13,14:30,TAO,整个时间点缺失
2026-01-13,14:30,TON,整个时间点缺失
2026-01-13,14:30,TRX,整个时间点缺失
2026-01-13,14:30,UNI,整个时间点缺失
2026-01-13,14:30,XLM,整个时间点缺失
2026-01-13,14:30,XRP,整个时间点缺失
2026-01-13,15:00,AAVE,整个时间点缺失
2026-01-13,15:00,APT,整个时间点缺失
2026-01-13,15:00,BCH,整个时间点缺失
2026-01-13,15:00,BNB,整个时间点缺失
2026-01-13,15:00,BTC,整个时间点缺失
2026-01-13,15:00,CFX,整个时间点缺失
2026-01-13,15:00,CRO,整个时间点缺失
2026-01-13,15:00,CRV,整个时间点缺失
2026-01-13,15:00,DOGE,整个时间点缺失
2026-01-13,15:00,DOT,整个时间点缺失
2026-01-13,15:00,ETC,整个时间点缺失
2026-01-13,15:00,ETH,整个时间点缺失
2026-01-13,15:00,FIL,整个时间点缺失
2026-01-13,15:00,HBAR,整个时间点缺失
2026-01-13,15:00,LDO,整个时间点缺失
